creation_date,status,order_id,shipper_name,ship_mode,cod_amount,insured_value,delivery_fee,item_description,origin_region,start_clock_date,district,city,province,day_to_arv
20/05/2023,Completed,1370141,(Laxxx),STANDARD,1161000.0,1079000.0,52449.0,HP OPPO A54 RAM 6/128GB GARANSI 1 TAHUN FULLSET,Greater Jakarta,2023-05-21 3:12:41,Bahodopi,Kab. Morowali,Sulawesi Tengah,5.0
20/05/2023,Completed,1002856,(Laxxx),STANDARD,577000.0,567000.0,32050.0,OPPO F1S RAM 4/64GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 5,2023-05-21 15:03:13,Tanjung Raja,Kab. Lampung Utara,Lampung,5.0
20/05/2023,Completed,1547013,(Laxxx),SECOND CLASS,1011500.0,979000.0,14160.0,HP OPPO A54S RAM 6/128GB GARANSI 1 TAHUN,Sumatera 1,2023-05-21 17:03:47,Siantar Utara,Kota Pematang Siantar,Sumatera Utara,3.0
20/05/2023,Completed,1592389,(Bixxx),SECOND CLASS,427365.0,359985.0,72643.0,Samyunwan Wisdom Original,Greater Jakarta,2023-05-23 6:32:30,Palmatak,Kab. Kepulauan Anambas,Kepulauan Riau,3.0
21/05/2023,Completed,1902625,(CCxxx),STANDARD,45451.0,54000.0,7000.0,Dapat 1000 Follower Tiktok - Proses Cepat,Central Java,2023-05-21 17:03:47,Beji,Kota Depok,Jawa Barat,5.0
21/05/2023,Completed,1406344,(Inxxx),SECOND CLASS,1195900.0,1156400.0,52440.0,new oppo a16 ram 6/128 gb baru layar lebar 6.52 inci Fullset hp murah jaringan sidik jari hp 4g LTE Baterai 5000 mah,Sumatera 6,2023-05-21 17:03:47,Pemayung,Kab. Batang Hari,Jambi,3.0
22/05/2023,Completed,1261147,(HXxxx),STANDARD,3565500.0,3477000.0,,OPPO A57 RAM 6/128GB GARANSI 1 THN // BISA COD,Sumatera 6,2023-05-24 1:59:16,Singkut,Kab. Sarolangun,Jambi,5.0
22/05/2023,Completed,1918817,(Laxxx),STANDARD,1100000.0,1079000.0,14840.0,HP OPPO A54 RAM 6/128GB GARANSI 1 TAHUN FULLSET,Sumatera 1,2023-05-25 19:07:10,Huta Raja Tinggi,Kab. Padang Lawas,Sumatera Utara,5.0
22/05/2023,Completed,1913902,(Koxxx),STANDARD,634500.0,617000.0,24040.0,OPPO F5 4/64GB SECOND HAND LIKE NEW 99% BERGARANSI 1TAHUN TERPERCAYA,Sumatera 4,2023-05-24 20:43:48,Kapur Ix/sembilan,Kab. Lima Puluh Koto/kota,Sumatera Barat,5.0
22/05/2023,Completed,1078959,(Koxxx),STANDARD,888340.0,866000.0,14840.0,OPPO A31 6/128GB SECOND HAND LIKE NEW 99% TERSEGEL TERPERCAYA DAN BERGARANSI 1 TAHUN,Sumatera 1,2023-05-25 17:08:25,Siempat Nempu Hulu,Kab. Dairi,Sumatera Utara,5.0
22/05/2023,Completed,1719776,(Koxxx),STANDARD,881770.0,866000.0,22260.0,OPPO A31 6/128GB SECOND HAND LIKE NEW 99% TERSEGEL TERPERCAYA DAN BERGARANSI 1 TAHUN,Sumatera 3,2023-05-24 16:24:50,Tualang,Kab. Siak,Riau,5.0
22/05/2023,Completed,1915646,(Koxxx),STANDARD,589500.0,568000.0,26120.0,OPPO F1S 4/64GB SECOND HAND LIKE NEW 99% TERPERCAYA DAN BERGARANSI 1TAHUN,Sumatera 2,2023-05-23 18:20:28,Lubuk Linggau Selatan Dua (Ii),Kota Lubuk Linggau,Sumatera Selatan,5.0
22/05/2023,Completed,1441564,(Koxxx),STANDARD,730500.0,698000.0,32050.0,OPPO A3s 4/64GB 4/128GB 6/128GB SECOND HAND LIKE NEW 99% TERPERCAYA DAN BERGARANSI 1TAHUN,Sumatera 5,2023-05-23 21:49:06,Suoh,Kab. Lampung Barat,Lampung,5.0
22/05/2023,Completed,1483058,(Koxxx),STANDARD,885812.0,866000.0,22260.0,OPPO A31 6/128GB SECOND HAND LIKE NEW 99% TERSEGEL TERPERCAYA DAN BERGARANSI 1 TAHUN,Sumatera 3,2023-05-24 15:39:49,Tanah Putih,Kab. Rokan Hilir,Riau,5.0
22/05/2023,Completed,1841749,(Koxxx),STANDARD,881100.0,866000.0,14840.0,OPPO A31 6/128GB SECOND HAND LIKE NEW 99% TERSEGEL TERPERCAYA DAN BERGARANSI 1 TAHUN,Sumatera 1,2023-05-25 20:44:01,Siempat Nempu Hulu,Kab. Dairi,Sumatera Utara,5.0
22/05/2023,Completed,1380122,(Koxxx),STANDARD,776000.0,698000.0,17510.0,OPPO A3s 4/64GB 4/128GB 6/128GB SECOND HAND LIKE NEW 99% TERPERCAYA DAN BERGARANSI 1TAHUN,Sumatera 3,2023-05-24 14:19:58,Kepenuhan Hulu,Kab. Rokan Hulu,Riau,5.0
22/05/2023,Completed,1664448,(Koxxx),STANDARD,702258.0,698000.0,32050.0,OPPO A3s 4/64GB 4/128GB 6/128GB SECOND HAND LIKE NEW 99% TERPERCAYA DAN BERGARANSI 1TAHUN,Sumatera 5,2023-05-23 21:48:18,Sekincau,Kab. Lampung Barat,Lampung,5.0
22/05/2023,Completed,1790702,(Koxxx),STANDARD,704000.0,698000.0,22260.0,OPPO A3s 4/64GB 4/128GB 6/128GB SECOND HAND LIKE NEW 99% TERPERCAYA DAN BERGARANSI 1TAHUN,Sumatera 3,2023-05-24 14:25:39,Pinggir,Kab. Bengkalis,Riau,5.0
22/05/2023,Completed,1406425,(Koxxx),STANDARD,909000.0,866000.0,42440.0,OPPO A31 6/128GB SECOND HAND LIKE NEW 99% TERSEGEL TERPERCAYA DAN BERGARANSI 1 TAHUN,Sumatera 6,2023-05-24 2:31:17,Kumpeh,Kab. Muaro Jambi,Jambi,5.0
22/05/2023,Completed,1980706,(Inxxx),STANDARD,1321500.0,1275000.0,11280.0,new vivo v15 ram 8/256gb baru layar lebar 6.53 inci Fullset hp murah jaringan sidik jari hp 4g LTE,Sumatera 1,2023-05-25 21:37:51,Gunungsitoli,Kota Gunungsitoli,Sumatera Utara,5.0
22/05/2023,Completed,1023392,(Inxxx),STANDARD,595000.0,550000.0,22260.0,New OPPO F1S 4/32 GB Fullset hp murah jaringan 4g LTE,Sumatera 3,2023-05-24 20:41:00,Kuantan Tengah,Kab. Kuantan Singingi,Riau,5.0
22/05/2023,Completed,1147873,(HXxxx),STANDARD,1136000.0,1079000.0,31878.0,OPPO A54 RAM 6/128GB FULLSET GARANSI TOKO 1 TAHUN//BISA COD,Greater Jakarta,2023-05-23 5:56:11,Wanea,Kota Manado,Sulawesi Utara,5.0
22/05/2023,Completed,1809832,(Inxxx),STANDARD,1315000.0,1275000.0,30515.0,new vivo v15 ram 8/256gb baru layar lebar 6.53 inci Fullset hp murah jaringan sidik jari hp 4g LTE,Greater Jakarta,2023-05-22 23:09:29,Singkup,Kab. Ketapang,Kalimantan Barat,5.0
22/05/2023,Completed,1212248,(Inxxx),STANDARD,1114000.0,1068000.0,22260.0,new hp oppo f11 ram 6/128 baru 6.53inci hp murah 4GLTE &oppo a31 ram 6/128GB &oppo A3S 4/64GB jaringan sidik jari full Layar,Sumatera 3,2023-05-24 20:39:07,Pelangiran,Kab. Indragiri Hilir,Riau,5.0
22/05/2023,Completed,1682585,(Inxxx),STANDARD,933500.0,890000.0,18400.0,new oppo A31 6/128 GB 4G LTE full layar 6.5 inci || garansi 1 tahun penjual || baru oppo A3S ram 4/64 GB Hp murah 6.2inci,Greater Jakarta,2023-05-22 23:09:32,Seginim,Kab. Bengkulu Selatan,Bengkulu,5.0
22/05/2023,Completed,1372594,(Koxxx),STANDARD,604420.0,555000.0,30515.0,OPPO F1S hp baru RAM 4/64 GB Fullset game ponsel kamera 4G LTE,Greater Jakarta,2023-05-22 23:09:31,Puring Kencana,Kab. Kapuas Hulu,Kalimantan Barat,5.0
22/05/2023,Completed,1868625,(Koxxx),STANDARD,1799000.0,1750000.0,14840.0,new oppo f15 ram 8/256gb baru layar lebar 6.4 inci Fullset hp murah jaringan sidik jari hp 4g LTE oled,Sumatera 1,2023-05-25 19:59:53,Torgamba,Kab. Labuhan Batu Selatan,Sumatera Utara,5.0
22/05/2023,Completed,1417516,(Koxxx),STANDARD,1370000.0,1275000.0,23373.0,new vivo v15 ram 8/256gb baru layar lebar 6.53 inci hp murah jaringan sidik jari hp 4g LTE garansi toko,Greater Jakarta,2023-05-22 23:09:30,Bintan Utara,Kab. Bintan,Kepulauan Riau,5.0
22/05/2023,Completed,1340922,(Inxxx),STANDARD,933500.0,890000.0,18400.0,new oppo A31 6/128 GB 4G LTE full layar 6.5 inci || garansi 1 tahun penjual || baru oppo A3S ram 4/64 GB Hp murah 6.2inci,Greater Jakarta,2023-05-22 23:09:36,Seluma,Kab. Seluma,Bengkulu,5.0
22/05/2023,Completed,1077575,(Inxxx),STANDARD,1823500.0,1780000.0,18400.0,new oppo a31 ram 6/128gb baru layar lebar 6.5 inci Fullset hp murah jaringan sidik jari hp 4g LTE,Greater Jakarta,2023-05-22 23:09:29,Bunga Mas,Kab. Bengkulu Selatan,Bengkulu,5.0
22/05/2023,Completed,1982708,(Inxxx),STANDARD,1338500.0,1299000.0,42440.0,new oppo a57 ram 6/128 gb baru layar lebar 6.56 inci Fullset hp murah jaringan sidik jari hp 4g LTE Baterai 5000mah,Sumatera 6,2023-05-24 2:01:22,Geragai,Kab. Tanjung Jabung Timur,Jambi,5.0
22/05/2023,Completed,1341557,(Laxxx),STANDARD,907650.0,881650.0,32050.0,【COD】new OPPO a15s ram 6/128gb baru layar lebar 6.52 inci Fullset hp murah jaringan sidik jari hp 4g LTE,Sumatera 5,2023-05-23 15:38:29,Kotabumi Utara,Kab. Lampung Utara,Lampung,5.0
22/05/2023,Completed,1654516,(Laxxx),STANDARD,1042000.0,1000000.0,32650.0,OPPO A31 - 6GB/128GB - AI Triple Camera - Garansi Toko 1TAHUN smartphone,Sumatera 2,2023-05-23 18:02:02,Semendo Darat Laut,Kab. Muara Enim,Sumatera Selatan,5.0
22/05/2023,Completed,1021559,(Laxxx),STANDARD,1537000.0,1499000.0,22260.0,【COD 】smartphone Y21 hp vivo Y21s ram 6/128 GB All Fun in One,Sumatera 3,2023-05-24 20:39:47,Tapung Hulu,Kab. Kampar,Riau,5.0
22/05/2023,Completed,1211671,(Laxxx),STANDARD,1283000.0,1250000.0,42440.0,【BISA COD】OPPO A16 6/128GB BARU TERSEGEL TERPERCAYADAN BERGARANSI 1 TAHUN smartphone,Sumatera 6,2023-05-24 2:01:51,Kumpeh,Kab. Muaro Jambi,Jambi,5.0
22/05/2023,Completed,1781244,(Laxxx),STANDARD,932150.0,881650.0,22260.0,【COD】new OPPO a15s ram 6/128gb baru layar lebar 6.52 inci Fullset hp murah jaringan sidik jari hp 4g LTE,Sumatera 3,2023-05-24 20:40:53,Tebing Tinggi,Kab. Kepulauan Meranti,Riau,5.0
22/05/2023,Completed,1404322,(Inxxx),STANDARD,1823500.0,1780000.0,18400.0,new oppo a31 ram 6/128gb baru layar lebar 6.5 inci Fullset hp murah jaringan sidik jari hp 4g LTE,Greater Jakarta,2023-05-22 23:09:33,Bunga Mas,Kab. Bengkulu Selatan,Bengkulu,5.0
22/05/2023,Completed,1739186,(Laxxx),STANDARD,864000.0,857000.0,32650.0,OPPO A31 RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 2,2023-05-23 22:41:46,Talang Padang,Kab. Empat Lawang,Sumatera Selatan,5.0
22/05/2023,Completed,1793104,(HXxxx),STANDARD,1204000.0,1159000.0,14840.0,OPPO A57 RAM 6/128GB GARANSI 1 THN // BISA COD,Sumatera 1,2023-05-25 21:18:57,Huristak,Kab. Padang Lawas,Sumatera Utara,5.0
22/05/2023,Completed,1811133,(Laxxx),STANDARD,938000.0,879000.0,,OPPO A15S RAM 6/128 GB FULLSET Garansi 1 Tahun Android COD,Sulawesi,2023-05-28 16:25:54,Sinjai Barat,Kab. Sinjai,Sulawesi Selatan,5.0
22/05/2023,Completed,1765665,(Laxxx),STANDARD,1025500.0,977000.0,17336.0,OPPO A54S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Greater Jakarta,2023-05-22 23:09:36,Tanjung Kemuning,Kab. Kaur,Bengkulu,5.0
22/05/2023,Completed,1392012,(HXxxx),STANDARD,1181500.0,1159000.0,32050.0,OPPO A57 RAM 6/128GB GARANSI 1 THN // BISA COD,Sumatera 5,2023-05-23 15:39:23,Sumber Jaya,Kab. Lampung Barat,Lampung,5.0
22/05/2023,Completed,1265543,(HXxxx),STANDARD,721500.0,699000.0,32050.0,OPPO A3S 6/128GB GARANSI 1TH. MURAH,Sumatera 5,2023-05-23 15:39:04,Gedung Meneng,Kab. Tulang Bawang,Lampung,5.0
22/05/2023,Completed,1557790,(Laxxx),STANDARD,719726.0,697000.0,30515.0,OPPO A3S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Greater Jakarta,2023-05-22 23:09:36,Sebawi,Kab. Sambas,Kalimantan Barat,5.0
22/05/2023,Completed,1311627,(Laxxx),STANDARD,993000.0,977000.0,22626.0,OPPO A54S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Greater Jakarta,2023-05-22 23:09:35,Banjar Baru Utara,Kota Banjarbaru,Kalimantan Selatan,5.0
22/05/2023,Completed,1458360,(Laxxx),STANDARD,988000.0,879000.0,43920.0,OPPO A15S RAM 6/128 GB FULLSET Garansi 1 Tahun Android COD,Sumatera 1,2023-05-25 19:58:08,Lahusa,Kab. Nias Selatan,Sumatera Utara,5.0
22/05/2023,Completed,1733579,(Laxxx),STANDARD,992882.0,957000.0,32050.0,"OPPO A16 RAM 6/128GB FULLSET , GARANSI 1 TAHUN",Sumatera 5,2023-05-23 15:39:29,Ulubelu,Kab. Tanggamus,Lampung,5.0
22/05/2023,Completed,1009093,(Laxxx),STANDARD,3037123.0,2931000.0,44520.0,OPPO A54S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 1,2023-05-25 20:03:04,Barumun,Kab. Padang Lawas,Sumatera Utara,5.0
22/05/2023,Completed,1568853,(Laxxx),STANDARD,2692000.0,2577000.0,169760.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 6,2023-05-24 2:01:32,Singkut,Kab. Sarolangun,Jambi,5.0
22/05/2023,Completed,1949659,(Laxxx),STANDARD,1021000.0,977000.0,24040.0,OPPO A54S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 4,2023-05-24 20:39:29,Iv Jurai,Kab. Pesisir Selatan,Sumatera Barat,5.0
22/05/2023,Completed,1870560,(Laxxx),STANDARD,878000.0,857000.0,14840.0,OPPO A31 RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 1,2023-05-25 19:08:21,Siempat Nempu Hulu,Kab. Dairi,Sumatera Utara,5.0
22/05/2023,Completed,1035602,(Laxxx),STANDARD,889000.0,857000.0,32650.0,OPPO A31 RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 2,2023-05-23 22:05:41,Banding Agung,Kab. Ogan Komering Ulu Selatan,Sumatera Selatan,5.0
22/05/2023,Completed,1634047,(Laxxx),STANDARD,2357000.0,2314000.0,68260.0,"OPPO A57 RAM 6/128GB , Garansi 1 TH TERSEGEL",Sumatera 6,2023-05-24 2:00:55,Muara Bulian,Kab. Batang Hari,Jambi,5.0
22/05/2023,Completed,1379662,(Laxxx),STANDARD,931000.0,879000.0,61030.0,OPPO A15S RAM 6/128 GB FULLSET Garansi 1 Tahun Android COD,Greater Jakarta,2023-05-23 5:56:11,Manis Mata,Kab. Ketapang,Kalimantan Barat,5.0
22/05/2023,Completed,1854437,(Laxxx),STANDARD,1132000.0,1077000.0,11280.0,OPPO A54 RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 1,2023-05-25 20:05:27,Siborong-Borong,Kab. Tapanuli Utara,Sumatera Utara,5.0
22/05/2023,Completed,1232651,(HXxxx),STANDARD,1447000.0,1399000.0,22260.0,VIVO Y33S RAM 8/128GB FULLSET // BISA COD,Sumatera 3,2023-05-24 20:40:39,Batang Peranap,Kab. Indragiri Hulu,Riau,5.0
22/05/2023,Completed,1615562,(HXxxx),STANDARD,896500.0,879000.0,18400.0,OPPO A15s RAM 6/128GB FULLSET BERGARANSI 1 TAHUN,Greater Jakarta,2023-05-22 23:09:36,Seginim,Kab. Bengkulu Selatan,Bengkulu,5.0
22/05/2023,Completed,1377652,(Laxxx),STANDARD,1029000.0,959000.0,36800.0,OPPO A16 RAM 6/128GB - FULLSET GARANSI 1 THN,Greater Jakarta,2023-05-22 23:09:33,Nasal,Kab. Kaur,Bengkulu,5.0
22/05/2023,Completed,1209486,(Laxxx),STANDARD,908500.0,877000.0,26120.0,OPPO A15S RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 2,2023-05-23 18:02:21,Prabumulih Barat,Kota Prabumulih,Sumatera Selatan,5.0
22/05/2023,Completed,1980165,(Laxxx),STANDARD,1067500.0,979000.0,56225.0,HP OPPO A54S RAM 6/128GB GARANSI 1 TAHUN,Greater Jakarta,2023-05-22 23:09:32,Tabalar,Kab. Berau,Kalimantan Timur,5.0
22/05/2023,Completed,1742313,(Laxxx),STANDARD,1204500.0,1157000.0,18400.0,"OPPO A57 RAM 6/128GB , Garansi 1 TH TERSEGEL",Greater Jakarta,2023-05-22 23:09:33,Manna,Kab. Bengkulu Selatan,Bengkulu,5.0
22/05/2023,Completed,1456943,(HXxxx),STANDARD,569000.0,569000.0,6370.0,OPPO F1S 4/64GB FULLSET BERGARANSI 1 TAHUN / BISA COD !!!,Greater Jakarta,2023-05-22 23:09:34,Batuan,Kab. Sumenep,Jawa Timur,5.0
22/05/2023,Completed,1488248,(Laxxx),STANDARD,1034500.0,959000.0,29680.0,OPPO A16 RAM 6/128GB - FULLSET GARANSI 1 THN,Sumatera 1,2023-05-25 19:09:01,Bandar Pasir Mandoge,Kab. Asahan,Sumatera Utara,5.0
22/05/2023,Completed,1934769,(TOxxx),STANDARD,664000.0,535000.0,89040.0,Terlaris....POWER AMPLIFIER DIGITAL AUDIO FLECO BT-326 bt 329 199A SC 111BT,Sumatera 3,2023-05-24 21:54:45,Tambusai Utara,Kab. Rokan Hulu,Riau,5.0
22/05/2023,Completed,1879427,(SExxx),STANDARD,1035500.0,850000.0,261200.0,"Velg Racing Yamaha Mio M3 , Mio Z , Soul GT 125 , Fino 125 , Gear 125 ASSIO / AXIO Palang 20",Sumatera 2,2023-05-24 0:35:28,Peninjauan,Kab. Ogan Komering Ulu,Sumatera Selatan,5.0
22/05/2023,Completed,1085210,(SExxx),STANDARD,1445500.0,1200000.0,381960.0,Velg Racing Yamaha MX king V Rossi RC Sanca Size 160 / 160 Ring 17,Sumatera 6,2023-05-24 6:09:12,Tebo Tengah,Kab. Tebo,Jambi,5.0
22/05/2023,Completed,1615702,(Koxxx),STANDARD,128520.0,85000.0,14840.0,PISTOL KOREK API BARETA SILVER PLUS PAJANGAN/ KOREK API GAS ISI ULANG BARETA / KOREK BARA,Sumatera 1,2023-05-25 19:22:45,Padang Tualang,Kab. Langkat,Sumatera Utara,5.0
22/05/2023,Completed,1070610,(Laxxx),STANDARD,889000.0,877000.0,32650.0,OPPO A15S RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 2,2023-05-24 3:22:51,Simpang,Kab. Ogan Komering Ulu Selatan,Sumatera Selatan,5.0
22/05/2023,Completed,1142458,(Laxxx),STANDARD,2598000.0,2571000.0,19110.0,OPPO A31 RAM 6/128GB GARANSI 1 TAHUN COD!!!,Greater Jakarta,2023-05-22 23:09:34,Kalianget,Kab. Sumenep,Jawa Timur,5.0
22/05/2023,Completed,1818905,(HXxxx),STANDARD,1107000.0,1079000.0,22260.0,OPPO A54 RAM 6/128GB FULLSET GARANSI TOKO 1 TAHUN//BISA COD,Sumatera 3,2023-05-24 20:42:31,Tapung Hulu,Kab. Kampar,Riau,5.0
22/05/2023,Completed,1309504,(Coxxx),SECOND CLASS,2019430.0,1850000.0,236800.0,Modem Wifi Home Router 4G Telkomsel Orbit Star 2 Huawei B312 FreeKuota,Sumatera 1,2023-05-25 19:08:21,Oba Utara,Kota Tidore Kepulauan,Maluku Utara,3.0
22/05/2023,Completed,1104029,(Laxxx),SECOND CLASS,967500.0,957000.0,32260.0,"OPPO A16 RAM 6/128GB FULLSET , GARANSI 1 TAHUN",Sumatera 3,2023-05-22 23:09:36,Pelangiran,Kab. Indragiri Hilir,Riau,3.0
22/05/2023,Completed,1264421,(Sexxx),SECOND CLASS,1432500.0,1422000.0,10000.0,Vivo Y15s 3/32GB Baterai 5000mAh Layar 6.51inch - Garansi Resmi,Sumatera 2,2023-05-22 23:09:29,Semendo Darat Laut,Kab. Muara Enim,Sumatera Selatan,3.0
22/05/2023,Completed,1699065,(J3xxx),SECOND CLASS,1869000.0,1859000.0,22289.0,REALME C33 4/128 & 3/32 & 4/64 NEW GARANSI RESMI REALME,Sumatera 1,2023-05-22 23:09:36,Kepulauan Seribu Utara,Kab. Kepulauan Seribu,DKI Jakarta,3.0
22/05/2023,On Hold,1578373,(Agxxx),SECOND CLASS,563950.0,575000.0,10000.0,Benih Bibit Kacang Polong Kapri Taichung isi 10 gram Known You Seed,Kalimantan,2023-05-25 19:59:53,Sambaliung,Kab. Berau,Kalimantan Timur,3.0
22/05/2023,Completed,1476879,(HXxxx),SECOND CLASS,716000.0,699000.0,37420.0,OPPO A3S 6/128GB GARANSI 1TH. MURAH,Greater Jakarta,2023-05-22 23:09:31,Balikpapan Tengah,Kota Balikpapan,Kalimantan Timur,3.0
22/05/2023,Completed,1223591,(saxxx),SECOND CLASS,1400000.0,1348500.0,34040.0,Oppo a31 ram 6/128,Sumatera 6,2023-05-22 23:09:32,Tanjung Raya,Kab. Agam,Sumatera Barat,3.0
22/05/2023,Completed,1247379,(Laxxx),SECOND CLASS,1048500.0,998000.0,39680.0,OPPO A16 RAM 6/128GB - FULLSET GARANSI 1 THN,Sumatera 1,2023-05-24 20:39:07,Afulu,Kab. Nias Utara,Sumatera Utara,3.0
22/05/2023,Completed,1207469,(Laxxx),SECOND CLASS,719726.0,697000.0,40515.0,OPPO A3S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Greater Jakarta,2023-05-22 23:09:29,Sebawi,Kab. Sambas,Kalimantan Barat,3.0
22/05/2023,Completed,1245948,(Laxxx),SECOND CLASS,1008000.0,957000.0,24840.0,"OPPO A16 RAM 6/128GB FULLSET , GARANSI 1 TAHUN",Sumatera 1,2023-05-24 20:41:00,Tiga Binanga,Kab. Karo,Sumatera Utara,3.0
22/05/2023,Completed,1564385,(Sexxx),SECOND CLASS,1214000.0,1193000.0,42050.0,"hp Xiaomi Redmi 9A 3GB/32GB [Layar DotDrop 6.53\"" HD+, Baterai 5000mAh 34 Hari Standby, Prosesor Helio G25, 13MP AI]",Sumatera 5,2023-05-25 21:37:51,Bandar Mataram,Kab. Lampung Tengah,Lampung,3.0
22/05/2023,Completed,1103529,(Laxxx),SECOND CLASS,3666000.0,3476000.0,154240.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 4,2023-05-24 2:31:17,Sipora Utara,Kab. Kepulauan Mentawai,Sumatera Barat,3.0
22/05/2023,Transit,1967825,(ALxxx),SECOND CLASS,137700.0,90000.0,10000.0,BATOK KEPALA DEPAN BELAKANG HONDA SUPRA X 125 BATMAN HITAM,Kalimantan,2023-05-23 15:38:29,Nanga Mahap,Kab. Sekadau,Kalimantan Barat,3.0
22/05/2023,Completed,1579474,(Laxxx),SECOND CLASS,938000.0,879000.0,10000.0,OPPO A15S RAM 6/128 GB FULLSET Garansi 1 Tahun Android COD,Sulawesi,2023-05-24 14:25:39,Sinjai Barat,Kab. Sinjai,Sulawesi Selatan,3.0
22/05/2023,Completed,1435314,(Laxxx),SECOND CLASS,741000.0,699000.0,74100.0,"OPPO A3S RAM 6/128GB FULLSET Garansi 1 TH ,Handphone Smartphone",Sumatera 5,2023-05-24 14:19:58,Margatiga,Kab. Lampung Timur,Lampung,3.0
22/05/2023,Completed,1414525,(Doxxx),SECOND CLASS,3831000.0,3880000.0,16370.0,ALAT PRES MULTIFUNGSI 30TON Bisa untuk pres VELG segitiga as shock depan stang seher cakram buka pasang Kruk as dll,Central Java,2023-05-24 15:39:49,Ngemplak,Kab. Boyolali,Jawa Tengah,3.0
22/05/2023,Cancelled,1381063,(Coxxx),SECOND CLASS,3997000.0,3850000.0,10000.0,"Laptop ASUS E410MA N4020 4GB 320GB SSD W11 14\""HD 1YR BLACK DIST",Greater Jakarta,2023-05-23 21:49:06,Wajo,Kota Makassar,Sulawesi Selatan,3.0
22/05/2023,Completed,1917808,(HXxxx),SECOND CLASS,1063500.0,959000.0,56746.0,OPPO A16 RAM 6/128GB GARANSI TOKO 1THN FULLSET/ BISA COD,Greater Jakarta,2023-05-24 16:24:50,Kundur Barat,Kab. Karimun,Kepulauan Riau,3.0
22/05/2023,Completed,1819146,(HXxxx),SECOND CLASS,607000.0,569000.0,32260.0,OPPO F1S 4/64GB FULLSET BERGARANSI 1 TAHUN / BISA COD !!!,Sumatera 3,2023-05-25 17:08:25,Kepenuhan,Kab. Rokan Hulu,Riau,3.0
22/05/2023,Completed,1776712,(Laxxx),SECOND CLASS,125100.0,86000.0,62449.0,KOREK API PISTOL 1 BANDING 1 LIGHTER BARETTA BISA DI KOKANG FREE SARUNG,Greater Jakarta,2023-05-24 20:43:48,Wita Ponda,Kab. Morowali,Sulawesi Tengah,3.0
22/05/2023,Completed,1994548,(Hoxxx),SECOND CLASS,3636500.0,3799000.0,26144.0,"Oppo A96 [8GB/256GB] - Bisa Cicilan Tanpa Kartu Kredit + Free 6 Acc ( Garansi Resmi , Oppo Terbaru 2023, Oppo Cuci Gudang, Cicilan tanpa DP 0% )",Greater Jakarta,2023-05-23 5:56:11,Simpang Teritip,Kab. Bangka Barat,Bangka Belitung,3.0
22/05/2023,Completed,1127697,(Laxxx),SECOND CLASS,1067000.0,1019000.0,32260.0,HP OPPO A54S RAM 6/128GB GARANSI 1 TAHUN,Sumatera 3,2023-05-28 16:25:54,Seberida,Kab. Indragiri Hulu,Riau,3.0
22/05/2023,Completed,1359577,(Laxxx),SECOND CLASS,3974000.0,3806000.0,94880.0,HP OPPO A54 RAM 6/128GB GARANSI 1 TAHUN FULLSET,Sumatera 6,2023-05-24 3:22:51,Kayu Aro Barat,Kab. Kerinci,Jambi,3.0
22/05/2023,Completed,1578201,(Laxxx),SECOND CLASS,1000000.0,977000.0,42650.0,OPPO A54S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 2,2023-05-23 22:41:46,Penukal (Penukal Abab),Kab. Penukal Abab Lematang Ilir,Sumatera Selatan,3.0
22/05/2023,Cancelled,1531103,(Coxxx),SECOND CLASS,1325000.0,1250000.0,10000.0,HKM 281 / HKM281 Orbit Pro Modem Telkomsel WiFi 4G High Speed,Sumatera 1,2023-05-23 21:48:18,Biatan,Kab. Berau,Kalimantan Timur,3.0
22/05/2023,Completed,1441015,(Laxxx),SECOND CLASS,1221000.0,1157000.0,42050.0,"OPPO A57 RAM 6/128GB , Garansi 1 TH TERSEGEL",Sumatera 5,2023-05-24 20:39:47,Kotabumi,Kab. Lampung Utara,Lampung,3.0
22/05/2023,Completed,1313765,(SExxx),STANDARD,2027500.0,1200000.0,450414.0,VELG RACING FOR MX KING UKURAN 160/215 RING 17 MODEL RCB WARNA GOLD,Greater Jakarta,2023-05-22 22:29:20,Sangkulirang,Kab. Kutai Timur,Kalimantan Timur,5.0
